#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-09-20T11:33:56 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ632999b530aaa9	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=V/50/catalog
#-nav=cat:V/50&tab:{V/50/catalog}&key:source=V/50&HTTPPRM:&&-ref=VIZ632999b530aaa9&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-out=Name&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=SpType&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=V/50/catalog
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/50/catalog
#-out=HR
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=SpType
#

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	SpType	(a20)	Spectral type	[ucd=src.spType]
HR	Name	RAJ2000	DEJ2000	Vmag	SpType
2174	          	06 08 57.9	+02 29 58	 5.73	  A3Vn
2175	 41    Aur	06 11 36.5	+48 42 47	 6.82	  A8V
2176	 41    Aur	06 11 36.6	+48 42 40	 6.09	  A3V
2177	   The Col	06 07 31.6	-37 15 11	 5.02	  B9IV
2178	          	06 07 01.9	-45 05 29	 6.51	  K1III
2179	          	06 09 36.2	-05 42 40	 6.17	  F3IV w
2180	          	06 08 57.9	-22 25 39	 5.50	  A0IV
2181	   Pi 2Col	06 07 52.9	-42 09 14	 5.50	  A0V
2182	          	06 09 20.3	-18 07 34	 6.35	  B9Vn
2183	          	06 09 34.3	-14 35 03	 5.56	  K2III
2184	          	06 11 01.8	+18 07 46	 6.33	  K1II
2185	  5    Gem	06 11 32.3	+24 25 13	 5.80	  K0III
2186	          	06 09 47.9	-22 46 27	 5.71	  F6V
2187	          	06 08 34.6	-44 21 22	 6.27	  B8II
2188	          	06 13 45.3	+51 10 21	 6.04	  K1III
2189	          	06 12 20.1	+32 41 36	 5.78	  M2IIIa
2190	          	06 11 51.4	+21 52 07	 6.56	  M0-1Iab
2191	          	06 11 27.9	+13 38 19	 6.04	  A0Vnn
2192	          	06 09 47.2	-26 42 03	 6.27	  G8-K0III
2193	 68    Ori	06 12 01.3	+19 47 26	 5.75	  B9.5V
2194	   Eta1Dor	06 06 09.4	-66 02 23	 5.71	  A0V
2195	          	06 11 01.3	-06 45 15	 6.15	  A0pSrCr
2196	          	06 07 03.4	-62 09 17	 5.05	  K2-3III
2197	  6    Gem	06 12 19.1	+22 54 30	 6.39	  M1-2Ia-Iab
2198	 69    Ori	06 12 03.3	+16 07 50	 4.95	  B5Vn
2199	 70Xi  Ori	06 11 56.4	+14 12 32	 4.48	  B3IV
2200	          	06 10 34.6	-27 09 15	 5.72	  K1III
2201	 40    Cam	06 15 40.6	+59 59 57	 5.35	  K3III
2202	          	06 11 43.7	-04 39 56	 6.18	  B9pHgMn
2203	          	06 10 10.3	-40 21 13	 5.58	  M2II-III
2204	          	06 09 23.3	-49 33 46	 6.49	  F7V
2205	          	06 11 51.8	-06 33 01	 5.05	  B2V
2206	          	06 11 13.5	-26 28 56	 6.09	  A0V
2207	          	06 13 33.4	+18 40 49	 6.58	  B8Vnn
2208	          	06 13 12.6	+10 37 39	 6.45	  G2V
2209	          	06 18 50.8	+69 19 11	 4.80	  A0Vn
2210	          	06 12 44.4	-02 30 16	 6.62	  A2V
2211	          	06 10 39.9	-45 16 55	 6.31	  A0V
2212	   Del Pic	06 10 17.9	-54 58 07	 4.81	  B3III+O9V
2213	          	06 12 46.3	-17 45 47	 6.52	  B3III
2214	          	06 14 28.6	+17 54 23	 5.88	  A5Vm
2215	  1    Lyn	06 17 54.8	+61 30 55	 4.98	  M3IIIab
2216	  7Eta Gem	06 14 52.6	+22 30 24	 3.28	  M3III
2217	          	06 15 39.0	+36 08 55	 6.92	  F4IV
2218	          	06 13 54.3	-03 44 29	 5.83	  G8III
2219	 44Kap Aur	06 15 22.7	+29 29 53	 4.35	  G8.5IIIb
2220	 71    Ori	06 14 50.9	+19 09 23	 5.20	  F6V
2221	   Nu  Dor	06 08 44.2	-68 50 36	 5.06	  B8V
2222	          	06 15 08.5	+13 51 04	 5.91	  B1V
2223	 72    Ori	06 15 25.1	+16 08 35	 5.30	  B7V
2224	          	06 14 36.7	-04 34 06	 5.83	  B5V
2225	          	06 13 45.1	-23 51 43	 6.39	  G5
2226	          	06 13 33.3	-29 23 46	 6.54	  B7V
2227	  5Gam Mon	06 14 51.3	-06 16 29	 3.98	  K1.5IIIBa0.3
2228	 42    Aur	06 17 34.7	+46 25 27	 6.52	  F0V
2229	 73    Ori	06 15 45.0	+12 33 04	 5.33	  B9II-III
2230	  8    Gem	06 16 19.0	+23 58 12	 6.08	  G8III
2231	          	06 15 40.1	+06 03 58	 6.07	  B6Ve
2232	          	06 15 47.0	+04 17 01	 6.64	  B3IV
2233	          	06 15 34.3	-00 30 44	 5.65	  F6V
2234	          	06 15 29.7	-04 54 55	 5.99	  A5IV s
2235	          	06 16 23.8	+17 10 53	 6.39	  K5II
2236	          	06 15 54.0	+01 10 09	 6.37	  F5IV:
2237	          	06 15 26.0	-09 02 07	 6.10	  B9III
2238	  2    Lyn	06 19 37.4	+59 00 39	 4.48	  A2V s
2239	 43    Aur	06 18 16.9	+46 21 38	 6.38	  K2III
2240	  9    Gem	06 16 58.7	+23 44 27	 6.25	  B3Ib
2241	 74    Ori	06 16 26.6	+12 16 20	 5.04	  F5IV-V
2242	          	06 15 08.4	-20 16 20	 5.91	  K0
2243	          	06 15 17.5	-18 28 36	 5.99	  K0
2244	          	06 15 44.9	-13 43 06	 5.01	  B9Vn
2245	   Eta2Dor	06 11 15.0	-65 35 22	 5.01	  M2.5III
2246	          	06 16 21.2	+01 04 49	 6.63	  B6V
2247	 75    Ori	06 17 06.6	+09 56 33	 5.39	  A2V
2248	          	06 16 58.4	+07 03 11	 6.57	  B7III
2249	          	06 16 07.7	-16 37 04	 5.92	  B2.5Vn
2250	          	06 17 33.3	+14 03 30	 6.59	  A0V
2251	          	06 17 16.1	+05 06 01	 5.71	  F9V
2252	          	06 15 57.2	-29 47 18	 6.67	  K4III
2253	          	06 18 05.6	+14 22 58	 6.16	  A3V
2254	          	06 17 03.5	-22 42 54	 6.07	  G0V
2255	  6    Mon	06 17 35.2	-10 43 31	 6.75	  F0Del Del
2256	   Kap Col	06 16 33.1	-35 08 26	 4.37	  K0.5IIIa
2257	  4    Lyn	06 22 03.6	+59 22 20	 5.94	  A3V
2258	          	06 19 01.8	+17 19 30	 6.32	  B9IIIpSiCr:
2259	          	06 18 40.5	+09 02 50	 6.24	  K0
2260	          	06 17 41.7	-16 48 57	 5.14	  K3III
2261	   Alp Men	06 10 14.4	-74 45 11	 5.09	  G6V
2262	          	06 16 35.6	-39 15 52	 6.00	  A2Vm:
2263	          	06 17 01.2	-37 44 15	 5.53	  K1III
2264	 45    Aur	06 21 46.1	+53 27 08	 5.36	  F5III
2265	          	06 17 09.5	-37 15 11	 5.87	  A3V
2266	          	06 18 13.7	-19 58 01	 5.52	  B2V
2267	          	06 18 50.6	-09 23 25	 5.36	  K1.5III
2268	          	06 18 48.8	-15 01 29	 6.06	  M0III
2269	          	06 20 04.2	+14 39 04	 5.69	  K3Ib
2270	          	06 19 07.9	-08 35 11	 6.22	  B9V
2271	          	06 18 59.0	-20 55 34	 5.81	  B4IV
2272	          	06 21 12.1	+29 32 28	 6.43	  A1V s
2273	  7    Mon	06 19 42.8	-07 49 23	 5.27	  B2.5V
2274	          	06 16 18.5	-59 12 49	 6.43	  G0V
2275	          	06 19 59.6	-02 56 40	 4.90	  M1III
2276	          	06 20 52.3	+11 45 23	 6.54	  B5III
2277	          	06 21 25.9	+17 45 49	 6.35	g:G9
2278	          	06 17 51.7	-52 43 59	 6.41	  K2-3III
2279	          	06 19 41.0	-34 23 48	 5.78	  B9V
2280	          	06 21 25.8	+02 16 07	 6.31	  A4.5V
2281	          	06 18 46.8	-50 21 33	 7.04	  G2Ib
2282	  1Zet CMa	06 20 18.8	-30 03 48	 3.02	  B2.5V
2283	          	06 15 05.9	-71 42 10	 6.64	  F8V
2284	          	06 21 24.7	-11 46 24	 5.64	  B1Vpe
2285	          	06 28 14.6	+70 32 08	 5.97	  A4V
2286	 13Mu  Gem	06 22 57.6	+22 30 49	 2.88	  M3IIIab
2287	          	06 22 36.5	+12 34 12	 6.00	  F0III
2288	          	06 20 36.3	-34 08 38	 5.53	  B1.5Ve
2289	 46Psi1Aur	06 24 53.9	+49 17 17	 4.91	  K5-M0Iab-Ib
2290	          	06 20 06.1	-48 44 28	 6.60	  G3V
2291	          	06 26 25.8	+56 17 06	 5.64	  A3Vm
2292	          	06 23 18.5	+03 45 52	 6.40	  B3V
2293	  5    Lyn	06 26 48.9	+58 25 02	 5.21	  K4III
2294	  2Bet CMa	06 22 42.0	-17 57 21	 1.98	  B1II-III
2295	          	06 23 22.7	-04 41 14	 6.67	  A2V
2296	   Del Col	06 22 06.8	-33 26 11	 3.85	  G7II
2297	          	06 24 52.6	+29 42 26	 6.71	  B8IIIn
2298	  8Eps Mon	06 23 46.1	+04 35 34	 4.44	  A5IV
2299	          	06 23 46.5	+04 35 44	 6.72	  F5V
2300	          	06 24 02.3	+08 53 05	 6.26	  B8Vn
2301	          	06 23 36.0	-09 52 28	 6.19	  K5
2302	          	06 24 52.9	+16 03 25	 6.33	  G9III
2303	          	06 23 46.0	-15 04 18	 6.24	  K2
2304	          	06 25 32.9	+23 19 37	 6.06	  A2Vn
2305	          	06 24 10.3	-11 31 49	 5.22	  K3III
2306	          	06 23 47.6	-19 47 07	 6.60	  B8IIIHe wk
2307	          	06 23 14.4	-31 47 24	 6.34	  G8III
2308	          	06 25 28.1	+14 43 19	 6.24	  C5II
2309	          	06 24 20.5	-12 57 45	 6.12	  B5Ve
2310	          	06 25 13.1	+07 05 09	 5.98	  F7Iab-K1Iab
2311	          	06 23 55.9	-25 34 40	 5.63	  K5III
2312	          	06 25 18.4	+01 30 04	 6.66	  B9V
2313	          	06 25 16.4	-00 56 46	 5.87	  F8V
2314	          	06 27 51.1	+47 24 19	 6.56	  A0V
2315	          	06 25 46.6	+02 16 20	 6.51	  A0V
2316	          	06 24 01.0	-36 42 28	 5.62	  G6III
2317	          	06 25 47.1	-03 53 21	 6.35	  G9III
2318	          	06 24 43.9	-28 46 48	 6.39	  G2IV
2319	          	06 27 35.5	+32 33 47	 6.43	  K0
2320	   Nu  Pic	06 22 55.8	-56 22 12	 5.61	  Am
2321	          	06 25 58.8	-07 53 39	 6.40	  A4V
2322	          	06 23 37.7	-52 10 52	 5.98	  G8III
2323	          	06 24 44.5	-40 17 03	 6.31	  B9V
2324	          	06 26 39.6	-01 30 26	 5.87	  A3Vn
2325	          	06 26 34.5	-04 35 50	 6.15	  B2.5V
2326	   Alp Car	06 23 57.1	-52 41 45	-0.72	  F0II
2327	          	06 26 58.7	+00 50 27	 6.71	  A1Vn
2328	          	06 26 44.9	-07 30 41	 6.27	  A0Vn
2329	          	06 25 29.9	-35 03 50	 6.25	  K3III
2330	 16    Gem	06 27 56.6	+20 29 46	 6.22	  A2V s
2331	  6    Lyn	06 30 47.2	+58 09 46	 5.88	  K0III-IV
2332	 48    Aur	06 28 34.1	+30 29 35	 5.55	  F8Ib
2333	          	06 27 20.4	+02 54 29	 5.55	  G9III
2334	          	06 27 13.8	+00 17 57	 5.20	  K1II
2335	          	06 27 15.6	-00 16 34	 5.55	  K5III
2336	          	06 23 46.9	-58 32 38	 6.48	  A3V
2337	          	06 23 01.3	-63 40 59	 6.27	  M1III
2338	 47    Aur	06 30 03.0	+46 41 08	 5.90	 gK4
2339	          	06 28 56.6	+26 58 04	 6.47	  F5
2340	          	06 28 28.0	+16 14 18	 6.23	  G5
2341	          	06 24 48.2	-52 48 23	 6.51	  K5-M0III
2342	          	06 28 18.8	+10 18 14	 6.15	  K2III-IV
2343	 18Nu  Gem	06 28 57.8	+20 12 44	 4.15	  B6IIIe
2344	 10    Mon	06 27 57.6	-04 45 44	 5.06	  B2V
2345	          	06 24 13.7	-60 16 52	 5.80	  A0V
2346	          	06 40 16.8	+79 35 58	 6.54	  A1V
2347	          	06 28 16.8	+01 54 44	 6.48	  B9V
2348	          	06 25 43.6	-48 10 38	 5.76	  B9V
2349	          	06 27 11.2	-25 51 24	 6.07	  F9V
2350	          	06 44 30.2	+82 06 55	 6.65	  A5V
2351	          	06 29 00.0	+11 01 10	 6.59	  A9IV
2352	   Pi 1Dor	06 22 38.2	-69 59 03	 5.56	  K5III
2353	          	06 27 07.5	-37 53 44	 6.48	  F3V
2354	          	06 24 26.3	-63 25 44	 6.46	  G3III-IV
2355	          	06 29 14.9	+02 38 46	 6.16	 gM1
2356	 11Bet Mon	06 28 49.0	-07 01 58	 4.60	  B3Ve
2357	 11Bet Mon	06 28 49.5	-07 02 04	 5.40	  B3ne
2358	 11Bet Mon	06 28 49.5	-07 02 04	 5.60	  B3e
2359	          	06 28 37.3	-17 27 58	 5.77	  G5
2360	          	06 24 55.6	-63 49 40	 6.27	  B6V
2361	   Lam CMa	06 28 10.1	-32 34 48	 4.48	  B4V
2362	          	06 30 05.5	+09 01 45	 6.57	  A0III
2363	          	06 40 28.8	+77 59 45	 5.73	 gK5
2364	          	06 28 39.2	-32 22 16	 5.74	  B4Vnpe
2365	          	06 37 54.9	+73 41 44	 6.24	  F2
2366	          	06 31 10.1	+16 56 19	 6.20	  K2III
2367	          	06 30 11.3	-10 04 53	 5.93	  K0
2368	          	06 28 42.3	-41 04 28	 6.32	  F2-3V
2369	          	06 27 04.0	-58 00 08	 5.82	  K3III
2370	          	06 31 09.5	+11 15 03	 6.14	  B2V:nne
2371	 19    Gem	06 31 37.4	+15 54 12	 6.40	  A8V
2372	          	06 32 27.2	+32 27 17	 5.87	  A3m+A3m:
2373	          	06 30 34.7	-13 08 53	 6.16	  B1.5V
2374	          	06 31 39.2	+11 47 32	 6.65	  B6III
2375	          	06 31 48.3	+11 32 40	 5.23	  A3V
2376	  7    Lyn	06 34 32.8	+55 21 11	 6.45	  K0III:
2377	   Pi 2Dor	06 25 28.6	-69 41 25	 5.38	  G8III
2378	          	06 32 23.3	+11 40 25	 6.03	  K0III
2379	          	06 31 23.0	-12 23 30	 5.15	  K3III
2380	          	06 30 46.3	-27 46 10	 5.93	  B2.5V
2381	          	06 31 50.1	-08 09 29	 5.43	 gK2
2382	 12    Mon	06 32 19.2	+04 51 21	 5.84	  K0V
2383	          	06 33 42.7	+33 01 27	 6.42	  A3V
2384	          	06 29 49.1	-50 14 21	 5.27	  F2V
2385	 13    Mon	06 32 54.2	+07 19 59	 4.50	  A0Ib
2386	          	06 32 23.1	-05 52 08	 5.60	  F0Vnn
2387	  4Xi 1CMa	06 31 51.3	-23 25 06	 4.33	  B0.5IV
2388	          	06 31 13.0	-35 15 33	 5.84	  G8III
2389	          	06 29 28.5	-56 51 10	 5.22	  K0III
2390	          	06 30 59.8	-40 54 59	 6.20	  K3III
2391	          	06 33 36.1	+14 09 19	 5.53	 gK2
2392	          	06 32 46.9	-11 09 59	 6.24	  G9.5III:Ba3
2393	          	06 31 35.0	-36 56 24	 6.34	  M1III
2394	  8    Lyn	06 37 41.4	+61 28 52	 5.94	  G8IV-V
2395	          	06 33 37.9	-01 13 13	 5.10	  B5Vn
2396	          	06 40 32.2	+71 44 56	 5.92	  K0III
2397	          	06 32 39.0	-32 01 50	 5.69	  B2IVe
2398	 49    Aur	06 35 12.1	+28 01 20	 5.27	  A0Vnn
2399	          	06 32 21.3	-37 41 48	 5.24	  G8III
2400	          	06 31 18.3	-51 49 34	 5.60	  F8V
2401	          	06 46 14.1	+79 33 53	 5.45	  F8V
2402	 11    Lyn	06 37 38.5	+56 51 27	 5.85	  A2V
2403	          	06 33 26.6	-20 55 26	 6.40	  G5
2404	 14    Mon	06 34 46.4	+07 34 21	 6.45	  A0V s
2405	          	06 36 32.9	+38 26 43	 5.29	  C5II
2406	          	06 35 17.6	+09 59 18	 5.88	  K4III
2407	          	06 33 10.3	-38 37 31	 6.44	  G8III
2408	          	06 30 03.0	-65 34 06	 6.29	  F0III
2409	          	06 35 15.8	+00 53 24	 5.80	  B8Ib
2410	          	06 31 10.6	-61 52 47	 6.15	  B3V
2411	          	06 33 49.5	-36 13 56	 5.42	  K3III
2412	   Mu  Pic	06 31 58.4	-58 45 15	 5.70	  B9Ve
2413	          	06 36 00.0	+04 29 51	 6.55	  B9III
2414	  5Xi 2CMa	06 35 03.4	-22 57 53	 4.54	  A0V
2415	          	06 34 35.3	-32 42 59	 5.62	  B8V
2416	          	06 33 26.1	-52 19 44	 6.19	  G8III
2417	          	06 37 27.2	+24 35 27	 6.44	  A3V
2418	          	06 36 35.3	-05 12 40	 5.52	  B8V
2419	 51    Aur	06 38 39.5	+39 23 27	 5.69	  K5III
2420	 52Psi3Aur	06 38 49.2	+39 54 09	 5.20	  B8III
2421	 24Gam Gem	06 37 42.7	+16 23 57	 1.93	  A0IV
2422	          	06 37 24.1	+06 08 07	 6.06	  O8p
2423	  6Nu 1CMa	06 36 22.8	-18 39 36	 5.70	  G8III+F3IV-V
2424	          	06 35 24.1	-36 46 48	 5.59	  A0V
2425	 53    Aur	06 38 23.0	+28 59 03	 5.79	  B9npEu
2426	          	06 37 36.9	+10 51 11	 6.38	  K0
2427	 50Psi2Aur	06 39 19.9	+42 29 20	 4.79	  K3III
2428	          	06 36 46.7	-13 19 15	 5.97	  K5
2429	  7Nu 2CMa	06 36 41.0	-19 15 21	 3.95	  K1III
2430	          	06 37 40.3	+02 42 15	 6.17	  K1III
2431	          	06 35 54.0	-36 05 20	 6.35	  G0V
2432	          	06 37 52.7	+04 57 26	 6.15	  B1Ib
2433	          	06 36 40.9	-22 36 54	 6.35	  B5V
2434	          	06 39 58.0	+44 00 50	 6.41	  K1III
2435	          	06 34 58.6	-52 58 32	 4.39	  A0II
2436	          	06 39 05.3	+22 01 51	 6.04	  G9III
2437	          	06 37 40.9	-12 59 06	 6.12	  K0
2438	 54    Aur	06 39 33.1	+28 15 47	 6.03	  B7III
2439	          	06 39 31.4	+24 36 00	 6.38	  F8IV
2440	          	06 38 20.5	-02 32 37	 6.14	  K2
2441	          	06 38 49.5	+04 42 02	 6.57	  B8IIIn
2442	          	06 38 38.1	+01 36 49	 6.21	  O9.5II
2443	  8Nu 3CMa	06 37 53.4	-18 14 15	 4.43	  K1-II-III
2444	          	06 37 01.9	-38 08 48	 6.04	  K0III
2445	          	06 36 51.3	-41 33 25	 6.34	  K0II
2446	          	06 37 13.8	-36 59 26	 5.71	  B7IV
2447	          	06 37 47.6	-32 20 23	 5.27	  K2III
2448	          	06 38 35.4	-16 52 25	 6.03	  A1V s
2449	          	06 39 47.6	+12 58 59	 5.97	  A2V
2450	          	06 39 16.7	-14 08 45	 4.82	  K2II
2451	   Nu  Pup	06 37 45.7	-43 11 46	 3.17	  B8III
2452	          	06 41 37.7	+35 55 55	 6.46	  F8III
2453	 25    Gem	06 41 21.0	+28 11 47	 6.42	  G5Ib
2454	          	06 40 31.8	+06 22 18	 6.51	  B8IIISi
2455	          	06 39 36.3	-23 41 44	 6.05	  A0
2456	 15    Mon	06 40 58.7	+09 53 44	 4.66	  O7V((f))
2457	          	06 41 21.8	+16 23 51	 6.28	  A1V
2458	          	06 41 17.2	+11 00 12	 6.11	  M1III
2459	 55Psi4Aur	06 43 05.0	+44 31 28	 5.02	  K5III
2460	          	06 39 42.7	-30 28 13	 5.71	  K0III
2461	          	06 41 05.4	+00 29 43	 5.79	  B8III
2462	          	06 38 37.6	-48 13 13	 4.93	  G8III
2463	          	06 44 11.6	+53 17 47	 6.27	  K0
2464	          	06 43 13.8	+37 08 49	 6.19	  K0
2465	          	06 39 56.9	-38 09 32	 6.58	  K1IIICNIb
2466	 26    Gem	06 42 24.3	+17 38 43	 5.21	  A2V
2467	          	06 41 59.3	+06 20 42	 6.37	  O6.5V
2468	          	06 38 00.6	-61 31 59	 6.18	  G1-2V
2469	          	06 41 56.4	-09 10 02	 5.19	  M0III
2470	 12    Lyn	06 46 14.1	+59 26 30	 4.87	  A3V
2471	          	06 44 12.6	+36 06 35	 6.31	  A2V
2472	 NOVA 1903	          	         	     	
2473	 27Eps Gem	06 43 55.9	+25 07 52	 2.98	  G8Ib
2474	          	06 43 06.5	+03 02 00	 6.19	  K0
2475	          	06 41 14.1	-40 20 59	 6.12	  B4V
2476	          	06 40 49.3	-47 40 29	 6.65	  M2III
2477	 13    Lyn	06 46 49.5	+57 10 09	 5.35	  K0III
2478	 30    Gem	06 43 59.3	+13 13 40	 4.49	  K0IIICN1Ca1
2479	          	06 43 38.7	+03 55 56	 5.90	  B0III
2480	 28    Gem	06 44 45.5	+28 58 15	 5.44	  K4III
2481	          	06 42 45.8	-22 26 57	 6.13	  F0
2482	          	06 42 16.4	-38 23 55	 6.29	  A3V+F/G
2483	 56Psi5Aur	06 46 44.3	+43 34 39	 5.25	  G0V
2484	 31Xi  Gem	06 45 17.4	+12 53 44	 3.36	  F5III
2485	          	06 48 12.9	+55 42 16	 6.33	 dF6
2486	          	06 48 12.3	+55 42 16	 6.28	 dF5
2487	 57Psi6Aur	06 47 39.6	+48 47 22	 5.22	  K0III
2488	          	06 43 23.3	-39 11 36	 6.30	  A8:mDel Del
2489	 32    Gem	06 45 54.2	+12 41 37	 6.46	  A9III
2490	 42    Cam	06 50 57.1	+67 34 19	 5.14	  B4IV
2491	  9Alp CMa	06 45 08.9	-16 42 58	-1.46	  A1Vm
2492	 10    CMa	06 44 28.4	-31 04 14	 5.20	  B2IIIe
2493	          	06 44 51.9	-27 20 29	 6.45	  G2V
2494	 16    Mon	06 46 32.4	+08 35 14	 5.93	  B2.5V
2495	          	06 45 23.3	-23 27 43	 6.05	  K0
2496	  NGC 2281	          	         	     	
2497	          	06 45 02.4	-30 35 10	 6.54	  B8IV
2498	          	06 45 59.3	-14 47 46	 5.32	  A2V
2499	          	06 47 23.5	+18 11 36	 6.20	  A2V
2500	          	06 45 22.8	-31 47 37	 5.92	  F6V
2501	          	06 45 31.3	-30 56 56	 5.80	  B2III
2502	          	06 46 39.0	-10 06 26	 5.66	  B9.5V
2503	 17    Mon	06 47 19.8	+08 02 14	 4.77	  K4III
2504	 11    CMa	06 46 51.1	-14 25 33	 5.29	  B9III
2505	          	06 40 57.8	-71 46 32	 6.51	  K1IIICNII
2506	 18    Mon	06 47 51.6	+02 24 44	 4.47	  K0+IIIaBa0.2
2507	          	06 46 03.3	-39 32 24	 6.62	  B6Vnne
2508	          	06 47 37.1	-08 59 54	 5.07	  M1+Ib-IIa
2509	 12    CMa	06 47 01.5	-21 00 56	 6.08	  B7IIIn
2510	          	06 46 12.1	-37 46 32	 6.21	  B4Vne
2511	 43    Cam	06 53 42.2	+68 53 18	 5.12	  B7III
2512	          	06 49 41.3	+32 36 24	 5.71	  K3II
2513	          	06 45 26.1	-52 12 04	 6.57	  G6Iab
2514	          	06 48 19.0	-01 19 09	 5.75	  F1V
2515	          	06 45 53.7	-52 24 36	 5.80	  K3III
2516	 58Psi7Aur	06 50 45.9	+41 46 53	 5.02	  K3III
2517	          	06 49 03.7	+01 00 07	 6.15	  B3II-III
2518	          	06 47 21.4	-37 55 47	 5.26	  B9IV
2519	 33    Gem	06 49 49.8	+16 12 10	 5.85	  B7III
2520	 14    Lyn	06 53 05.1	+59 26 55	 5.33	  G4III+A2V
2521	          	06 49 16.4	-02 16 19	 5.74	  B8IIIn
2522	          	06 48 57.8	-15 08 41	 5.39	  B6V
2523	          	06 46 52.8	-51 15 57	 5.40	  K1II-III+G:p
2524	          	06 46 41.5	-54 41 41	 6.46	  G6III
2525	 35    Gem	06 50 25.5	+13 24 48	 5.65	 gK3
2526	          	06 47 18.7	-55 32 24	 5.61	  K5III
2527	          	07 00 04.0	+76 58 39	 4.55	  K4III
2528	          	06 49 44.0	-24 04 33	 6.33	  A1
2529	 36    Gem	06 51 33.0	+21 45 40	 5.27	  A2V
2530	          	06 50 49.9	-00 32 27	 5.77	  F2V
2531	          	06 43 36.8	-73 07 05	 6.37	  G8III
2532	          	06 53 07.6	+44 50 22	 6.26	  A8Vn
2533	          	06 52 00.0	+23 36 06	 5.65	  K5III
2534	          	06 50 42.3	-08 02 28	 6.29	  A2pSrCrEu
2535	          	06 50 21.9	-17 05 02	 5.79	  K0
2536	          	06 44 56.1	-70 26 02	 6.11	  K3III
2537	          	06 50 06.0	-27 20 02	 7.04	  B2IV
2538	 13Kap CMa	06 49 50.5	-32 30 31	 3.96	  B1.5IVne
2539	 59    Aur	06 53 01.5	+38 52 09	 6.12	  F2VDel Del
2540	 34The Gem	06 52 47.3	+33 57 40	 3.60	  A3III
2541	 60    Aur	06 53 13.4	+38 26 17	 6.30	 dF5
2542	          	06 53 03.4	+35 47 19	 6.01	  K3III:
2543	          	06 51 39.3	+03 02 30	 6.38	  A2V s
2544	          	06 50 36.9	-25 46 41	 6.33	  B2V
2545	          	06 50 23.3	-31 42 22	 5.70	  B6Vnpe
2546	          	06 49 57.8	-45 27 00	 6.55	  K5-M0III
2547	 61Psi8Aur	06 53 57.0	+38 30 18	 6.48	  B9.5pSi
2548	          	06 49 54.6	-46 36 53	 5.14	  F5V
2549	          	06 50 52.4	-34 22 02	 4.99	  K5III
2550	   Alp Pic	06 48 11.4	-61 56 29	 3.27	  A7IV
2551	          	06 52 49.4	+08 22 49	 5.77	  F0Vn
2552	          	06 52 22.9	-05 18 58	 6.30	  K0
2553	   Tau Pup	06 49 56.2	-50 36 53	 2.93	  K1III
2554	          	06 49 51.3	-53 37 20	 4.40	  G6II
2555	          	06 53 22.5	+10 59 47	 6.24	  K0III
2556	          	06 55 15.2	+45 49 35	 6.34	  K0III-IV
2557	          	06 55 14.7	+43 54 36	 6.13	  A9III
2558	          	06 51 42.3	-36 13 49	 5.96	  A3V
2559	   Zet Men	06 40 02.7	-80 48 49	 5.64	  A5III
2560	 15    Lyn	06 57 16.5	+58 25 21	 4.35	  G5III-IV
2561	          	06 57 13.2	+57 33 48	 6.05	  K3III
2562	          	06 50 01.1	-60 14 57	 6.11	  F7III-IV
2563	          	06 51 32.8	-48 17 33	 6.42	  K2-3III
2564	 38    Gem	06 54 38.7	+13 10 40	 4.65	  F0Vp
2565	          	06 53 18.8	-19 01 58	 5.64	  F1V
2566	          	06 53 21.7	-18 56 00	 6.14	  A5m
2567	          	06 53 00.1	-26 57 27	 6.40	  M4III
2568	   Psi9Aur	06 56 32.3	+46 16 27	 5.87	  B8IIIe
2569	 37    Gem	06 55 18.6	+25 22 32	 5.73	  G0V
